name:,Fullness Factor:,ND Rating:,Weight loss:,Optimum health:,Weight gain:,carbs ratio:,fats ratio:,protein ratio:,GLYCEMIC_LOAD:,Completeness Score:,Amino Acid Score:,Calories:,Calories From Carbohydrate:,Calories From Fat:,Calories From Protein:,Calories From Alcohol:,Dietary Fiber:,Starch:,Sugars:,Sucrose:,Glucose:,Fructose:,Lactose:,Maltose:,Galactose:,Total Fat:,Saturated Fat:,4:00,6:00,8:00,10:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,22:00,24:00:00,Monounsaturated Fat:,14:01,15:01,16:1 undifferentiated:,16:1 c:,16:1 t:,17:01,18:1 undifferentiated:,18:1 c:,18:1 t:,20:01,22:1 undifferentiated:,22:1 c:,22:1 t:,24:1 c:,Polyunsaturated Fat:,16:2 undifferentiated:,18:2 undifferentiated:,"18:2 n-6 c,c:","18:2 c,t:","18:2 t,c:","18:2 t,t:",18:2 i:,18:2 t not further defined:,18:03,"18:3 n-3, c,c,c:","18:3 n-6, c,c,c:",18:4 undifferentiated:,"20:2 n-6 c,c:",20:3 undifferentiated:,20:3 n-3:,20:3 n-6:,20:4 undifferentiated:,20:4 n-3:,20:4 n-6:,20:5 n-3:,22:02,22:5 n-3:,22:6 n-3:,Total trans fatty acids:,Total trans-monoenoic fatty acids:,Total trans-polyenoic fatty acids:,Total Omega-3 fatty acids:,Total Omega-6 fatty acids:,Protein:,Tryptophan:,Threonine:,Isoleucine:,Leucine:,Lysine:,Methionine:,Cystine:,Phenylalanine:,Tyrosine:,Valine:,Arginine:,Histidine:,Alanine:,Aspartic acid:,Glutamic acid:,Glycine:,Proline:,Serine:,Hydroxyproline:,Vitamin A:,Retinol:,Retinol Activity Equivalent:,Alpha Carotene:,Beta Carotene:,Beta Cryptoxanthin:,Lycopene:,Lutein+Zeaxanthin:,Vitamin C:,Vitamin D:,Vitamin E (Alpha Tocopherol):,Beta Tocopherol:,Gamma Tocopherol:,Delta Tocopherol:,Vitamin K:,Thiamin:,Riboflavin:,Niacin:,Vitamin B6:,Folate:,Food Folate:,Folic Acid:,Dietary Folate Equivalents:,Vitamin B12:,Pantothenic Acid:,Choline:,Betaine:,Calcium:,Iron:,Magnesium:,Phosphorus:,Potassium:,Sodium:,Zinc:,Copper:,Manganese:,Selenium:,Fluoride:,Cholesterol:,Phytosterols:,Campesterol:,Stigmasterol:,Beta-sitosterol:,Alcohol:,Water:,Ash:,Caffeine:,Theobromine:,tag
Beans. pinto. mature seeds. sprouted. cooked. boiled. drained. with salt,4.5,4.2,60.68622111,50.40825392,17.15474868,64%,13%,23%,2.547757183,67,86,20.001848,12.785582,2.6775455,4.5381484,,,,,,,,,,,0.31994882,0.03899381,,,,,,,,,33.994606,,3.9998012,,,,,0.023997106,,,,,,,23.998045,,,,,,,,0.18501498,,66.99792,,,,,,,117.999626,,,,,,,,,,,,,,,,,,117.999626,66.99792,1.8597789,18.999727,77.992065,82.00008,133.0204,105.99464,18.999727,21.002775,93.995415,63.98985,94.99714,101.00833,51.997932,76.996315,240.99783,226.00134,63.98985,74.9946,98.98468,,0,0,0,,,,,,6.1008716,,,,,,,0.06699285,0.059005886,0.72498995,0.054003034,28.996819,28.996819,0,28.996819,0,0.23500694,,,14.998988,0.65998816,18.00149,30.00122,98.00385,287.01648,0.17000008,0.10698354,0.123018466,0.6000336,,0,,,,,0,93.39345,0.9299177,,,0
Beans. pinto. mature seeds. sprouted. raw,3.2,4.3,48.75717197,51.41693207,32.65245808,67%,12%,21%,5.654110478,65,88,62.006737,41.660275,7.532236,12.806136,,,,,,,,,,,0.89990973,0.109014295,,,,,,,,,97.00157,,12.00148,,,,,0.06699285,,,,,,,66.99792,,,,,,,,0.522996,,188.97467,,,,,,,334.00714,,,,,,,,,,,,,,,,,,334.00714,188.97467,5.2491584,55.004826,219.98453,233.00462,377.0085,298.968,55.004826,60.007927,265.03806,181.01276,270.02243,286.0041,146.99622,218.01474,681.94214,639.9183,181.01276,212.00613,280.99536,,1.9998937,0,0,,,,,,21.70238,,,,,,,0.22998172,0.17501602,2.2800987,0.17099169,117.999626,117.999626,0,117.999626,0,0.74007,,,43.006485,1.9699111,52.992855,93.995415,307.04642,153.01889,0.49995255,0.31994882,0.36595386,0.6000336,,0,,,,,0,81.29193,0.9498652,,,0
Mung beans. mature seeds. sprouted. cooked. boiled. drained. without salt,4.5,4.6,64.62215171,55.70667432,17.82959622,72%,4%,24%,2.616683959,79,73,21.002775,15.295815,0.75327945,4.952602,0,0.7999781,,2.8397262,,,,,,,0.08999106,0.024996204,0,0,0,0,0,,0,,18.00149,,5.0005703,,,,,0.012001306,,,0,,,,12.00148,,,0,0,,,,0.032003943,,23.001692,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,23.001692,2.0296798,27.999046,57.998978,98.00385,130.02084,122.9922,24.997374,12.00148,85.992775,38.0033,97.00157,146.00793,51.997932,72.99801,355.0281,119.98728,45.993046,,23.998045,,13.000965,0,1.0000149,3.9998012,3.9998012,3.9998012,0,0,11.40017,,0.07000633,,,,22.70072,0.050003715,0.10200293,0.8168785,0.054003034,28.996819,28.996819,0,28.996819,0,0.24302472,9.900581,,12.00148,0.65008354,13.997976,27.999046,101.00833,9.999676,0.4699889,0.12198696,0.13997783,0.6000336,,0,,,,,0,93.39345,0.29997736,0,0,0
Mung beans. mature seeds. sprouted. cooked. boiled. drained. with salt,4.5,4.2,60.84906306,50.6008833,17.188109,70%,4%,26%,2.494770536,80,73,18.999727,13.292373,0.75327945,4.952602,0,0.7999781,0,2.8397262,,,,,,,0.08999106,0.024996204,0,0,0,0,0,,0,,18.00149,,5.0005703,,,,,0.012001306,,,0,,,,12.00148,,,0,0,,,,0.032003943,,23.001692,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,23.001692,2.0296798,27.999046,57.998978,98.00385,130.02084,122.9922,24.997374,12.00148,85.992775,38.0033,97.00157,146.00793,51.997932,72.99801,355.0281,119.98728,45.993046,,23.998045,,13.000965,0,1.0000149,3.9998012,3.9998012,3.9998012,0,0,11.40017,,0.07000633,,,,22.70072,0.050003715,0.10200293,0.8168785,0.054003034,28.996819,28.996819,0,28.996819,0,0.24302472,9.900581,,12.00148,0.65008354,13.997976,27.999046,101.00833,246.0038,0.4699889,0.12198696,0.13997783,0.6000336,,0,,,,,0,93.39345,0.8901236,0,0,0
Mung beans. mature seeds. sprouted. cooked. stir-fried,3.5,5,54,60,30,75%,4%,21%,4.590217099,72,73,49.999485,37.747787,1.7574944,10.489986,,1.9002618,,,,,,,,,0.20997734,0.03899381,,,,,,,0,,27.000887,,8.999572,,,,,0.05599966,,,0,,,,56.00328,,,,,,,,0.06800502,,57.998978,,,,,,,11.000802,,,,,,,,,,,,,,,,,,11.000802,57.998978,4.299676,57.998978,122.008415,207.02588,275.0122,260.98273,52.992855,25.996523,183.00061,81.00518,203.98918,309.02545,108.99872,154.99777,751.89746,252.97595,98.00385,,51.997932,,31.00055,0,1.9998937,,,,,,15.999458,,,,,,,0.13997783,0.18000458,1.1999991,0.12997942,69.98983,69.98983,0,69.98983,0,0.5590239,,,13.000965,1.9002618,33.004616,79.000694,218.99742,8.999572,0.89990973,0.2549887,0.2919645,0.6000336,,0,,,,,0,84.29703,0.6000336,,,0
Mung beans. mature seeds. sprouted. raw,4.5,4.8,65.52555027,57.56720339,17.94522686,70%,5%,25%,3.119352916,78,67,30.00122,21.077124,1.5067028,7.4169703,0,1.7997969,0,4.130407,,,,,,,0.18000458,0.046007406,0,0,0,0,0,,0,,32.002308,,8.001201,,,,,0.022001525,,,0,,,,21.99718,,,0,0,,,,0.05799291,,41.996197,,,,,,,15.999458,,,0,,,,,0,,,0,,0,0,,,,15.999458,41.996197,3.0399234,37.003403,77.992065,131.99881,175.00906,165.97446,33.994606,17.000992,117.01818,51.997932,130.02084,196.97018,69.98983,98.98468,478.94574,160.98587,62.99049,,33.004616,,21.002775,0,1.0000149,5.9997916,5.9997916,5.9997916,0,0,13.198757,,0.10000421,,,,33.004616,0.08400073,0.124018446,0.74893063,0.08799642,60.999146,60.999146,0,60.999146,0,0.380008,14.399353,,13.000965,0.910096,21.002775,54.006813,148.99292,5.9997916,0.41001576,0.16401017,0.18802682,0.6000336,,0,14.998988,,,,0,90.411934,0.43997213,0,0,0
Beans. mung. mature seeds. sprouted. canned. drained solids,4.5,3.4,51.75395951,40.66345027,14.64233133,68%,4%,28%,1.340238571,69,74,12.00148,8.083883,0.50221056,3.4160204,0,0.7999781,0,1.3398945,,,,,,,0.059997056,0.01600113,0,0,0,0,0,,0,,11.000802,,3.0001352,,,,,0.008000115,,,0,,,,8.001201,,,0,0,,,,0.02000271,,14.998988,,,,,,,5.9997916,,,0,,,,,0,,,0,,0,0,,,,5.9997916,14.998988,1.4002237,18.999727,39.99484,66.99792,88.99994,85.004036,17.000992,8.999572,60.007927,25.996523,66.99792,101.00833,35.995106,49.999485,244.97862,82.00008,32.002308,,17.000992,,8.001201,0,0,1.9998937,1.9998937,1.9998937,0,0,0.29997736,,0.03999539,,,,13.399559,0.029999979,0.07000633,0.21996589,0.032003943,9.999676,9.999676,0,9.999676,0,0.14299867,7.8006806,,13.997976,0.43002847,8.999572,32.002308,27.000887,139.99113,0.27998212,0.15700719,0.073010586,0.6000336,,0,,,,,0,96.10211,0.29997736,0,0,0
Mung beans. mature seeds. sprouted. cooked. boiled. drained. without salt,4.5,4.6,64.62215171,55.70667432,17.82959622,72%,4%,24%,2.616683959,79,73,21.002775,15.295815,0.75327945,4.952602,0,0.7999781,,2.8397262,,,,,,,0.08999106,0.024996204,0,0,0,0,0,,0,,18.00149,,5.0005703,,,,,0.012001306,,,0,,,,12.00148,,,0,0,,,,0.032003943,,23.001692,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,23.001692,2.0296798,27.999046,57.998978,98.00385,130.02084,122.9922,24.997374,12.00148,85.992775,38.0033,97.00157,146.00793,51.997932,72.99801,355.0281,119.98728,45.993046,,23.998045,,13.000965,0,1.0000149,3.9998012,3.9998012,3.9998012,0,0,11.40017,,0.07000633,,,,22.70072,0.050003715,0.10200293,0.8168785,0.054003034,28.996819,28.996819,0,28.996819,0,0.24302472,9.900581,,12.00148,0.65008354,13.997976,27.999046,101.00833,9.999676,0.4699889,0.12198696,0.13997783,0.6000336,,0,,,,,0,93.39345,0.29997736,0,0,0
Mung beans. mature seeds. sprouted. cooked. boiled. drained. with salt,4.5,4.2,60.84906306,50.6008833,17.188109,70%,4%,26%,2.494770536,80,73,18.999727,13.292373,0.75327945,4.952602,0,0.7999781,0,2.8397262,,,,,,,0.08999106,0.024996204,0,0,0,0,0,,0,,18.00149,,5.0005703,,,,,0.012001306,,,0,,,,12.00148,,,0,0,,,,0.032003943,,23.001692,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,23.001692,2.0296798,27.999046,57.998978,98.00385,130.02084,122.9922,24.997374,12.00148,85.992775,38.0033,97.00157,146.00793,51.997932,72.99801,355.0281,119.98728,45.993046,,23.998045,,13.000965,0,1.0000149,3.9998012,3.9998012,3.9998012,0,0,11.40017,,0.07000633,,,,22.70072,0.050003715,0.10200293,0.8168785,0.054003034,28.996819,28.996819,0,28.996819,0,0.24302472,9.900581,,12.00148,0.65008354,13.997976,27.999046,101.00833,246.0038,0.4699889,0.12198696,0.13997783,0.6000336,,0,,,,,0,93.39345,0.8901236,0,0,0
Mung beans. mature seeds. sprouted. cooked. stir-fried,3.5,5,54,60,30,75%,4%,21%,4.590217099,72,73,49.999485,37.747787,1.7574944,10.489986,,1.9002618,,,,,,,,,0.20997734,0.03899381,,,,,,,0,,27.000887,,8.999572,,,,,0.05599966,,,0,,,,56.00328,,,,,,,,0.06800502,,57.998978,,,,,,,11.000802,,,,,,,,,,,,,,,,,,11.000802,57.998978,4.299676,57.998978,122.008415,207.02588,275.0122,260.98273,52.992855,25.996523,183.00061,81.00518,203.98918,309.02545,108.99872,154.99777,751.89746,252.97595,98.00385,,51.997932,,31.00055,0,1.9998937,,,,,,15.999458,,,,,,,0.13997783,0.18000458,1.1999991,0.12997942,69.98983,69.98983,0,69.98983,0,0.5590239,,,13.000965,1.9002618,33.004616,79.000694,218.99742,8.999572,0.89990973,0.2549887,0.2919645,0.6000336,,0,,,,,0,84.29703,0.6000336,,,0
Mung beans. mature seeds. sprouted. raw,4.5,4.8,65.52555027,57.56720339,17.94522686,70%,5%,25%,3.119352916,78,67,30.00122,21.077124,1.5067028,7.4169703,0,1.7997969,0,4.130407,,,,,,,0.18000458,0.046007406,0,0,0,0,0,,0,,32.002308,,8.001201,,,,,0.022001525,,,0,,,,21.99718,,,0,0,,,,0.05799291,,41.996197,,,,,,,15.999458,,,0,,,,,0,,,0,,0,0,,,,15.999458,41.996197,3.0399234,37.003403,77.992065,131.99881,175.00906,165.97446,33.994606,17.000992,117.01818,51.997932,130.02084,196.97018,69.98983,98.98468,478.94574,160.98587,62.99049,,33.004616,,21.002775,0,1.0000149,5.9997916,5.9997916,5.9997916,0,0,13.198757,,0.10000421,,,,33.004616,0.08400073,0.124018446,0.74893063,0.08799642,60.999146,60.999146,0,60.999146,0,0.380008,14.399353,,13.000965,0.910096,21.002775,54.006813,148.99292,5.9997916,0.41001576,0.16401017,0.18802682,0.6000336,,0,14.998988,,,,0,90.411934,0.43997213,0,0,0
STOUFFER'S LEAN CUISINE Chicken and Vegetables with Vermicelli. frozen entree,2.9,2.8,35.22123783,33.21124589,28.0832908,46%,20%,34%,4.583024022,42,,77.992065,35.97199,15.30073,26.71616,,1.3000101,,1.4999374,,,,,,,1.7002631,0.6299061,,,,,,,,,,,,,,,,0.6000336,,,,,,,,,,,,,,,0.35999107,,,,,,,,,,,,,,,,,,,,,,,,0.029999979,,,,,6.6794367,,,,,,,,,,,,,,,,,,,,528.0772,,,,,,,,0.89990973,,,,,,,0.08999106,0.08000208,2.230094,,,,,,,,,,55.004826,0.47992665,,,233.00462,213.03015,,,,,,9.999676,,,,,0,81.501114,1.1999991,,,0
Vermicelli. made from soy,1.4,2,15.74376856,23.96496738,32.24118241,100%,0%,0%,51.904426,17,,331.01636,329.74283,0.89990973,0.399974,0,3.8995485,,17.43798,,,,,,,0.10000421,0.013999227,0,0,0,0,0,,0,,12.00148,,1.9998937,,,,,0.012998266,,,0,,,,13.000965,,,0,0,,,,0.04099507,,38.0033,,,,,,,3.9998012,,,0,,,,,0,,,0,,0,0,,,,3.9998012,38.0033,0.10000421,,,,,,,,,,,,,,,,,,,,37.003403,0,1.9998937,0,21.99718,0,0,0,0,,0.5100298,,,,3.8005867,0,0,0,0,0,0,0,0,0,,176.98784,,55.004826,1.8102397,1.9998937,20.001848,3.0001352,3.9998012,4.240679,1.9162078,,27.000887,,0,,,,,0,11.901652,5.5795794,0,0,0
Seaweed. agar. dried,1.9,4.1,33.41464768,49.75356582,47.00341196,94%,1%,5%,43.46368622,59,,305.96335,288.31018,2.5108693,15.149108,0,7.7010756,,2.9703975,,,,,,,0.29997736,0.061004594,0,0,0,0,0,,3.0001352,,55.004826,,3.0001352,,,,,0.026998628,,,8.999572,,,,8.999572,,,8.999572,0,,,,0.10200293,,3.9998012,,,,,,,1.0000149,,,0,,,,,9.999676,,,86.99301,,0,0,,,,88.00489,3.9998012,6.209636,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,5.0005703,,,,24.402296,0.010001244,0.22203398,0.20199934,0.30298954,580.00854,580.00854,0,580.00854,0,3.0175385,63.294746,,625.08673,21.397776,769.98517,51.997932,1124.8751,101.986465,5.800763,0.6099614,4.299676,7.400309,,0,,,,,0,8.678715,3.9297364,0,0,0
Seaweed. agar. raw,4.5,4.1,59.85442608,49.43993533,16.97714142,94%,1%,5%,1.619218172,58,,25.996523,24.425825,0.25107184,1.3172585,0,0.49995255,,0.27998212,,,,,,,0.029999979,0.006000858,0,0,0,0,0,,0,,5.0005703,,0,,,,,0.003000598,,,1.0000149,,,,1.0000149,,,1.0000149,0,,,,0.010001244,,0,,,,,,,0,,,0,,,,,1.0000149,,,8.001201,,0,0,0,0,0,8.001201,,0.539928,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0.8700293,,,,2.2999694,0.005000487,0.022001525,0.05500144,0.032003943,85.004036,85.004036,0,85.004036,0,0.3020146,5.9997916,,54.006813,1.8597789,66.99792,5.0005703,226.00134,8.999572,0.5799125,0.061004594,0.37297496,0.70000964,,0,,,,,0,91.31679,1.3598557,0,0,0
Seaweed. irishmoss. raw,3.4,4.8,52.57323553,57.04040916,31.09279797,89%,3%,8%,4.592913322,76,,48.99776,43.970394,1.3390332,3.6851408,0,1.3000101,,0.6099614,,,,,,,0.1599787,0.0330048,0,0,0,0,0,,1.9998937,,28.996819,,1.0000149,,,,,0.014999647,,,5.0005703,,,,5.0005703,,,5.0005703,0,,,,0.05500144,,1.9998937,,,,,,,1.0000149,,,0,,,,,5.0005703,,,45.993046,,0,0,,,,46.99369,1.9998937,1.5100969,,,,,,,,,,,,,,,,,,,,117.999626,0,5.9997916,0,71.00893,0,0,0,3.0001352,,0.8700293,,,,5.0005703,0.014999647,0.46607158,0.5929322,0.069009766,182.00397,182.00397,0,182.00397,0,0.17597987,12.901111,,71.9966,8.898943,144.00497,157.00226,62.99049,66.99792,1.949755,0.14899482,0.36998367,0.70000964,,0,,,,,0,81.34418,4.6998997,0,0,0
Seaweed. kelp. raw,3.7,4.6,55.64227136,55.079097,27.32813764,79%,11%,10%,3.78136768,80,79,43.006485,34.224712,4.6863284,4.099995,0,1.3000101,,0.6000336,,,,,,,0.5599241,0.24697581,0,0,0,0,0,,31.00055,,109.983536,,85.992775,,,,,0.09801246,,,3.9998012,,,,85.992775,,,0,0,,,,0.04699925,,20.001848,,,,,,,3.9998012,,,3.9998012,,,,,12.00148,,,3.9998012,,0,0,,,,7.9986305,20.001848,1.6801622,48.000683,55.004826,75.98887,83.00719,82.00008,24.997374,98.00385,43.006485,25.996523,71.9966,65.00506,23.998045,122.008415,124.98363,268.03476,100.00745,72.99801,98.00385,,116.00763,0,5.9997916,0,69.98983,0,0,0,3.0001352,,0.8700293,,,,65.993965,0.050003715,0.15001008,0.4699889,0.002000019,180.02693,180.02693,0,180.02693,0,0.6419776,12.802023,,168.01292,2.8497818,120.99363,41.996197,88.99994,233.00462,1.2300763,0.12997942,0.19998784,0.70000964,,0,,,,,0,81.57969,6.6089935,0,0,0
Seaweed. laver. raw,4.4,5,64.8,60,19.2,53%,7%,40%,3.464194939,84,75,35.00304,18.481997,2.343242,14.17446,0,0.29997736,,0.49007404,,,,,,,0.27998212,0.061004594,0,0,0,0,0,,3.0001352,,49.999485,,3.0001352,,,,,0.024996204,,,8.001201,,,,8.001201,,,8.999572,0,,,,0.11000829,,3.9998012,,,,,,,1.0000149,,,0,,,,,8.999572,,,79.99666,,0,0,,,,81.00518,3.9998012,5.810089,43.006485,232.03362,258.97836,500.97696,221.97212,144.9797,100.00745,272.9878,254.03459,402.02515,284.99524,139.99113,650.90643,566.9297,547.0708,362.98523,251.0331,298.968,,5201.739,0,259.9786,0,3121.2437,0,0,0,39.005146,,1.0000149,,,,3.9998012,0.09801246,0.44596195,1.4698672,0.15899917,146.00793,146.00793,0,146.00793,0,0.52098,10.399388,,69.98983,1.7997969,1.9998937,57.998978,356.056,48.000683,1.0501049,0.26402563,0.9878699,0.70000964,,0,,,,,0,85.03135,3.770179,0,0,0
Seaweed. spirulina. dried,2.9,4.1,44.57407354,49.17680998,35.55577628,30%,22%,48%,9.337011897,69,103,289.9821,85.14068,64.630264,140.21616,0,3.5997064,,3.1000986,,,,,,,7.7208943,2.6501527,0,0,0,0,0,,74.9946,,2495.9087,,76.996315,,,,,0.67501974,,,328.05237,,,,347.02237,,,0,0,,,,2.0798664,,1253.8878,,,,,,,822.92633,,,0,,,,,0,,,0,,0,0,,,,822.92633,1253.8878,57.46117,928.87286,2969.6387,3208.6733,4947.4907,3024.5146,1148.9786,662.08325,2776.809,2584.0195,3511.7842,4147.5728,1085.1235,4514.656,5792.7446,8386.869,3099.263,2382.318,2998.3955,,570.0341,0,28.996819,0,342.04205,0,0,0,10.099763,,5.0005703,,,,25.500244,2.3796682,3.6697795,12.818484,0.3639554,93.995415,93.995415,0,93.995415,0,3.4802816,65.993965,,119.98728,28.498142,195.01843,117.999626,1363.1113,1048.1226,1.9998937,6.1008716,1.9002618,7.2009516,,0,,,,,0,4.6803093,6.229619,0,0,0
Seaweed. spirulina. raw,4.6,4,59.04904799,47.97140249,15.50462711,31%,13%,56%,2.419769287,61,103,25.996523,8.28902,3.264703,14.441047,,,,,,,,,,,0.39005193,0.13499586,,,,,,,3.9998012,,127.0073,,3.9998012,,,,,0.034002267,,,17.000992,,,,18.00149,,,,,,,,0.10601663,,63.98985,,,,,,,41.996197,,,,,,,,,,,,,,,,,,41.996197,63.98985,5.9193735,96.009544,305.96335,331.01636,508.92496,312.01794,117.999626,67.99529,286.0041,265.97626,362.0536,427.0524,112.01594,464.99832,597.022,864.105,319.01108,244.97862,309.02545,,56.00328,0,3.0001352,,,,,,0.89990973,,,,,,,0.22203398,0.34201598,1.1961473,0.034002267,8.999572,8.999572,0,8.999572,0,0.32504067,,,12.00148,2.7899773,18.999727,11.000802,127.0073,98.00385,0.19998784,0.5969524,0.18597351,0.70000964,,0,,,,,0,90.673706,0.6000336,,,0
Seaweed. wakame. raw,3.7,4.6,55.75289276,55.46034211,27.36852575,72%,12%,16%,4.438361381,81,27,44.999252,32.249996,5.356492,7.39318,0,0.49995255,,0.65008354,,,,,,,0.63991547,0.12997942,0,0,0,0,0,,7.000213,,117.01818,,5.9997916,,,,,0.05799291,,,18.999727,,,,20.001848,,,20.001848,0,,,,0.21798731,,9.999676,,,,,,,1.9998937,,,0,,,,,21.002775,,,186.0234,,0,0,,,,188.00589,9.999676,3.0301704,35.00304,165.01753,86.99301,256.9894,112.01594,62.99049,27.999046,112.01594,48.99776,209.03064,91.99397,14.998988,136.00175,178.98898,199.00539,112.01594,91.99397,77.992065,,359.96616,0,18.00149,0,215.99318,0,0,0,3.0001352,,1.0000149,,,,5.2999988,0.059997056,0.22998172,1.6000471,0.002000019,196.02336,196.02336,0,196.02336,0,0.69708836,13.899392,,150.00142,2.179784,106.98669,79.99666,49.999485,871.9123,0.380008,0.2839818,1.4002237,0.70000964,,0,,,,,0,79.99666,7.2009516,0,0,0
Balsam-pear (bitter gourd). leafy tips. cooked. boiled. drained. without salt,4.3,5,63.6,60,20.4,69%,5%,26%,3.36197073,89,,33.994606,23.539917,1.6736941,8.782495,0,1.9002618,,1.040024,,,,,,,0.19998784,0.032003943,0,0,0,0,0,,5.0005703,,23.998045,,1.9998937,,,,,0.005000487,,,1.9998937,,,,1.9998937,,,0,0,,,,0.08299642,,12.00148,,,,,,,65.00506,,,0,,,,,0,,,0,,0,0,,,,65.00506,12.00148,3.5997064,,,,,,,,,,,,,,,,,,,,2416.2295,0,120.99363,0,1449.8306,0,0,2637.694,55.608887,,1.4501559,,,,163.12018,0.1469847,0.28197488,0.9948832,0.76009446,88.00489,88.00489,0,88.00489,0,0.059997056,21.002775,,41.996197,1.0201515,93.995415,76.996315,602.02924,13.000965,0.29997736,0.20102353,0.5359462,0.89990973,,0,,,,,0,88.686005,0.83012104,0,0,0
Balsam-pear (bitter gourd). leafy tips. cooked. boiled. drained. with salt,4.5,5,66,60,18,68%,5%,27%,3.228526769,89,,32.002308,21.542618,1.6736941,8.782495,,1.9002618,,1.040024,,,,,,,0.19998784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5997064,,,,,,,,,,,,,,,,,,,,2416.2295,0,120.99363,0,1449.8306,0,0,2637.694,55.608887,,1.4501559,,,,163.12018,0.1469847,0.28197488,0.9948832,0.76009446,88.00489,88.00489,0,88.00489,0,0.059997056,21.002775,,41.996197,1.0201515,93.995415,76.996315,602.02924,249.02515,0.29997736,0.20102353,0.5359462,0.89990973,,0,,,,,0,88.686005,1.3498381,0,0,0
Balsam-pear (bitter gourd). leafy tips. raw,4.6,5,67.2,60,16.8,38%,19%,43%,3.08338157,75,,30.00122,11.294453,5.7747297,12.930155,,,,,,,,,,,0.6899491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2999988,,,,,,,,,,,,,,,,,,,,1733.9011,0,86.99301,,,,,,88.00489,,,,,,,0.18099575,0.3619678,1.110172,0.8030717,127.990265,127.990265,0,127.990265,0,0.06300816,,,83.99968,2.040144,85.004036,98.98468,608.0544,11.000802,0.29997736,0.20102353,0.5359462,0.89990973,,0,,,,,0,89.25762,1.4698672,,,0
Balsam-pear (bitter gourd). pods. cooked. boiled. drained. without salt,4.5,4.9,65.78489964,58.37905198,17.97567703,81%,8%,11%,1.224829275,82,,18.999727,15.443943,1.5067028,2.0500028,0,1.9998937,,1.949755,,,,,,,0.18000458,0.013999227,0,0,0,0,0,,0,,9.999676,,3.9998012,,,,,0.0330048,,,0,,,,33.004616,,,0,0,,,,0.077997684,,77.992065,,,,,,,0,,,0,,,,,0,,,0,,0,0,,,,,77.992065,0.8400584,,,,,,,,,,,,,,,,,,,,112.99172,0,5.9997916,0,67.99529,0,0,1322.991,33.004616,,0.13997783,,,,4.800629,0.050996296,0.053005077,0.27998212,0.04099507,51.005302,51.005302,0,51.005302,0,0.19300982,10.801188,,8.999572,0.380008,15.999458,35.995106,319.01108,5.9997916,0.7699371,0.0330048,0.0859896,0.19998784,,0,,,,,0,93.93504,0.7099883,0,0,0
Balsam-pear (bitter gourd). pods. cooked. boiled. drained. with salt,4.5,4.2,60.72928243,50.45908419,17.16361541,81%,8%,11%,1.224829275,82,,18.999727,15.443943,1.5067028,2.0500028,,1.9998937,,1.949755,,,,,,,0.18000458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8400584,,,,,,,,,,,,,,,,,,,,112.99172,0,5.9997916,0,67.99529,0,0,1322.991,33.004616,,0.13997783,,,,4.800629,0.050996296,0.053005077,0.27998212,0.04099507,51.005302,51.005302,0,51.005302,0,0.19300982,10.801188,,8.999572,0.380008,15.999458,35.995106,319.01108,242.00636,0.7699371,0.0330048,0.0859896,0.19998784,,0,,,,,0,93.93504,0.7099883,0,0,0
Balsam-pear (bitter gourd). pods. raw,4.5,5,66,60,18,78%,8%,14%,0.900709629,85,,17.000992,13.139528,1.4229114,2.4400725,,2.799857,,,,,,,,,0.17000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000149,,,,,,,,,,,,,,,,,,,,471.0118,0,23.998045,185.0103,190.00949,,,170.02179,83.99968,,,,,,,0.03999539,0.03999539,0.399974,0.042997424,71.9966,71.9966,0,71.9966,0,0.21202035,,,18.999727,0.43002847,17.000992,31.00055,296.00555,5.0005703,0.7999781,0.034002267,0.08900268,0.19998784,,0,,,,,0,94.02561,1.0998687,,,0
